"date","geography","geography code","Rural Urban","Cars: All categories: Car or van availability; measures: Value","Cars: No cars or vans in household; measures: Value","Cars: 1 car or van in household; measures: Value","Cars: 2 cars or vans in household; measures: Value","Cars: 3 cars or vans in household; measures: Value","Cars: 4 or more cars or vans in household; measures: Value","Cars: sum of all cars or vans in the area; measures: Value"
"2011","E00016830","E00016830","Total",139,40,64,29,6,0,140
"2011","E00016839","E00016839","Total",117,42,65,8,2,0,87
"2011","E00016845","E00016845","Total",136,45,74,11,5,1,115
"2011","E00016872","E00016872","Total",140,51,66,21,2,0,114
"2011","E00016873","E00016873","Total",134,74,55,3,1,1,68
"2011","E00016838","E00016838","Total",129,81,37,10,1,0,60
"2011","E00016840","E00016840","Total",126,36,53,29,4,4,141
"2011","E00016847","E00016847","Total",105,63,34,7,1,0,51
"2011","E00016852","E00016852","Total",87,26,45,13,2,1,81
"2011","E00016858","E00016858","Total",99,44,47,7,1,0,64
"2011","E00016874","E00016874","Total",116,61,43,11,0,1,71
"2011","E00016826","E00016826","Total",116,64,40,7,4,1,71
"2011","E00016831","E00016831","Total",112,66,40,5,1,0,53
"2011","E00016832","E00016832","Total",125,71,43,9,1,1,71
"2011","E00016833","E00016833","Total",121,20,60,34,6,1,150
"2011","E00016875","E00016875","Total",98,41,42,9,6,0,78
"2011","E00016828","E00016828","Total",114,43,57,12,2,0,87
"2011","E00016850","E00016850","Total",92,38,43,10,1,0,66
"2011","E00016854","E00016854","Total",120,56,54,10,0,0,74
"2011","E00016855","E00016855","Total",111,40,60,10,1,0,83
"2011","E00016857","E00016857","Total",126,52,59,12,3,0,92
"2011","E00016878","E00016878","Total",116,72,36,7,1,0,53
"2011","E00016827","E00016827","Total",134,71,55,7,1,0,72
"2011","E00016834","E00016834","Total",139,73,50,14,2,0,84
"2011","E00016842","E00016842","Total",100,44,47,6,3,0,68
"2011","E00016856","E00016856","Total",188,121,56,8,3,0,81
"2011","E00016876","E00016876","Total",106,56,43,7,0,0,57
"2011","E00016877","E00016877","Total",111,69,39,3,0,0,45
"2011","E00016115","E00016115","Total",125,70,44,7,3,1,71
"2011","E00016136","E00016136","Total",119,61,46,11,1,0,71
"2011","E00016137","E00016137","Total",129,55,52,15,6,1,104
"2011","E00016138","E00016138","Total",122,57,54,10,1,0,77
"2011","E00016139","E00016139","Total",129,57,56,13,3,0,91
"2011","E00016116","E00016116","Total",134,33,84,16,1,0,119
"2011","E00016129","E00016129","Total",141,77,54,8,1,1,83
"2011","E00016142","E00016142","Total",140,77,45,15,1,2,87
"2011","E00016144","E00016144","Total",119,61,50,6,0,2,71
"2011","E00016145","E00016145","Total",137,85,46,6,0,0,58
"2011","E00016150","E00016150","Total",138,88,45,5,0,0,55
"2011","E00016117","E00016117","Total",147,73,66,7,1,0,83
"2011","E00016132","E00016132","Total",127,56,63,7,1,0,80
"2011","E00016143","E00016143","Total",113,49,44,16,1,3,91
"2011","E00016147","E00016147","Total",153,72,58,19,3,1,109
"2011","E00016153","E00016153","Total",125,56,51,15,3,0,90
"2011","E00016141","E00016141","Total",118,62,47,8,1,0,66
"2011","E00016146","E00016146","Total",127,78,45,4,0,0,53
"2011","E00016148","E00016148","Total",127,56,59,12,0,0,83
"2011","E00016149","E00016149","Total",132,80,47,3,2,0,59
"2011","E00016151","E00016151","Total",112,55,45,10,2,0,71
"2011","E00016152","E00016152","Total",125,81,37,5,2,0,53
"2011","E00016843","E00016843","Total",106,43,47,15,1,0,80
"2011","E00016863","E00016863","Total",146,75,62,6,2,1,84
"2011","E00016868","E00016868","Total",128,72,45,11,0,0,67
"2011","E00016870","E00016870","Total",139,50,68,19,2,0,112
"2011","E00016871","E00016871","Total",119,49,49,20,0,1,94
"2011","E00016848","E00016848","Total",98,22,62,10,3,1,95
"2011","E00016859","E00016859","Total",146,51,72,18,4,1,124
"2011","E00016861","E00016861","Total",181,90,71,16,4,0,115
"2011","E00016862","E00016862","Total",141,64,69,6,2,0,87
"2011","E00016866","E00016866","Total",148,71,67,9,1,0,88
"2011","E00016829","E00016829","Total",135,67,61,6,1,0,76
"2011","E00016851","E00016851","Total",134,29,71,27,3,4,152
"2011","E00016860","E00016860","Total",155,83,60,10,2,0,86
"2011","E00016864","E00016864","Total",154,83,61,10,0,0,81
"2011","E00016867","E00016867","Total",132,51,62,16,3,0,103
"2011","E00016869","E00016869","Total",123,79,39,5,0,0,49
"2011","E00016835","E00016835","Total",151,76,57,16,2,0,95
"2011","E00016837","E00016837","Total",125,52,62,11,0,0,84
"2011","E00016846","E00016846","Total",140,56,69,13,2,0,101
"2011","E00016849","E00016849","Total",102,44,53,5,0,0,63
"2011","E00016865","E00016865","Total",139,54,62,18,5,0,113
"2011","E00016825","E00016825","Total",113,75,33,5,0,0,43
"2011","E00016836","E00016836","Total",124,47,54,18,5,0,105
"2011","E00016841","E00016841","Total",130,69,48,10,2,1,78
"2011","E00016844","E00016844","Total",111,39,57,11,2,2,93
"2011","E00016853","E00016853","Total",116,72,36,4,3,1,57
"2011","E00016350","E00016350","Total",133,58,55,19,1,0,96
"2011","E00016369","E00016369","Total",132,66,52,13,0,1,82
"2011","E00016370","E00016370","Total",144,77,59,7,1,0,76
"2011","E00016371","E00016371","Total",119,53,54,11,1,0,79
"2011","E00016374","E00016374","Total",120,57,53,8,0,2,78
"2011","E00016352","E00016352","Total",110,48,50,10,2,0,76
"2011","E00016373","E00016373","Total",123,59,47,15,2,0,83
"2011","E00016378","E00016378","Total",125,56,53,13,2,1,89
"2011","E00016381","E00016381","Total",143,71,60,11,1,0,85
"2011","E00016382","E00016382","Total",107,50,41,9,7,0,80
"2011","E00016348","E00016348","Total",91,28,44,16,3,0,85
"2011","E00016372","E00016372","Total",118,52,47,16,3,0,88
"2011","E00016375","E00016375","Total",105,29,59,11,6,0,99
"2011","E00016377","E00016377","Total",120,62,39,16,3,0,80
"2011","E00016379","E00016379","Total",131,63,53,13,2,0,85
"2011","E00016349","E00016349","Total",125,56,49,19,1,0,90
"2011","E00016351","E00016351","Total",196,75,91,25,4,1,157
"2011","E00016376","E00016376","Total",111,48,49,13,0,1,79
"2011","E00016383","E00016383","Total",132,48,65,17,2,0,105
"2011","E00016356","E00016356","Total",136,58,65,11,2,0,93
"2011","E00016387","E00016387","Total",146,67,53,25,1,0,106
"2011","E00016393","E00016393","Total",118,47,58,12,0,1,87
"2011","E00165790","E00165790","Total",108,46,48,13,0,1,78
"2011","E00016361","E00016361","Total",104,47,39,10,7,1,84
"2011","E00016363","E00016363","Total",139,58,65,12,3,1,102
"2011","E00016366","E00016366","Total",99,18,43,27,8,3,135
"2011","E00016367","E00016367","Total",81,26,31,20,4,0,83
"2011","E00016368","E00016368","Total",100,21,41,31,5,2,127
"2011","E00016353","E00016353","Total",117,40,61,14,2,0,95
"2011","E00016360","E00016360","Total",194,82,83,26,3,0,144
"2011","E00016380","E00016380","Total",100,33,57,8,1,1,80
"2011","E00016389","E00016389","Total",110,45,45,14,5,1,92
"2011","E00016390","E00016390","Total",85,31,44,5,5,0,69
"2011","E00016392","E00016392","Total",119,51,46,19,3,0,93
"2011","E00016359","E00016359","Total",120,36,59,24,1,0,110
"2011","E00016384","E00016384","Total",121,37,53,25,4,2,123
"2011","E00016385","E00016385","Total",177,99,68,7,2,1,94
"2011","E00016386","E00016386","Total",145,95,45,5,0,0,55
"2011","E00016388","E00016388","Total",132,38,66,22,5,1,130
"2011","E00016346","E00016346","Total",106,46,47,10,3,0,76
"2011","E00016354","E00016354","Total",104,61,34,7,0,2,56
"2011","E00016357","E00016357","Total",131,69,56,5,1,0,69
"2011","E00016358","E00016358","Total",122,63,47,10,0,2,75
"2011","E00016391","E00016391","Total",118,29,56,29,2,2,128
"2011","E00016362","E00016362","Total",131,57,50,20,3,1,103
"2011","E00016364","E00016364","Total",126,70,50,5,1,0,63
"2011","E00016365","E00016365","Total",109,60,38,10,0,1,62
"2011","E00016394","E00016394","Total",120,42,62,16,0,0,94
"2011","E00165789","E00165789","Total",158,93,58,7,0,0,72
"2011","E00016678","E00016678","Total",105,63,39,3,0,0,45
"2011","E00016722","E00016722","Total",150,89,51,10,0,0,71
"2011","E00016724","E00016724","Total",110,62,43,3,1,1,65
"2011","E00016727","E00016727","Total",110,48,45,13,4,0,83
"2011","E00016676","E00016676","Total",96,51,38,6,1,0,53
"2011","E00016685","E00016685","Total",127,73,41,10,2,1,71
"2011","E00016690","E00016690","Total",128,90,31,5,2,0,47
"2011","E00016691","E00016691","Total",108,55,44,7,1,1,65
"2011","E00016726","E00016726","Total",102,65,35,1,1,0,40
"2011","E00016688","E00016688","Total",107,48,42,15,2,0,78
"2011","E00016695","E00016695","Total",108,60,43,5,0,0,53
"2011","E00016705","E00016705","Total",124,87,30,3,2,2,50
"2011","E00016710","E00016710","Total",124,84,34,4,2,0,48
"2011","E00016712","E00016712","Total",97,70,24,2,1,0,31
"2011","E00016682","E00016682","Total",129,97,25,7,0,0,39
"2011","E00016686","E00016686","Total",133,87,40,5,1,0,53
"2011","E00016699","E00016699","Total",126,83,38,5,0,0,48
"2011","E00016702","E00016702","Total",186,124,55,5,1,1,74
"2011","E00016707","E00016707","Total",183,133,39,9,2,0,63
"2011","E00016711","E00016711","Total",146,102,40,4,0,0,48
"2011","E00016696","E00016696","Total",104,70,30,4,0,0,38
"2011","E00016698","E00016698","Total",160,101,55,4,0,0,63
"2011","E00016703","E00016703","Total",112,79,27,5,1,0,40
"2011","E00016713","E00016713","Total",223,172,43,8,0,0,59
"2011","E00165804","E00165804","Total",112,67,38,7,0,0,52
"2011","E00017907","E00017907","Total",126,43,59,21,3,0,110
"2011","E00017908","E00017908","Total",113,39,62,11,1,0,87
"2011","E00017909","E00017909","Total",119,69,39,8,3,0,64
"2011","E00017917","E00017917","Total",135,61,56,13,4,1,98
"2011","E00174982","E00174982","Total",111,69,33,8,1,0,52
"2011","E00174983","E00174983","Total",111,49,56,4,2,0,70
"2011","E00174984","E00174984","Total",135,82,48,5,0,0,58
"2011","E00017901","E00017901","Total",141,77,50,6,7,1,87
"2011","E00017915","E00017915","Total",128,56,54,16,2,0,92
"2011","E00017921","E00017921","Total",134,75,47,8,2,2,77
"2011","E00017923","E00017923","Total",146,77,54,10,3,2,91
"2011","E00017930","E00017930","Total",115,55,48,10,0,2,76
"2011","E00017910","E00017910","Total",119,67,42,5,4,1,68
"2011","E00017913","E00017913","Total",114,53,53,5,3,0,72
"2011","E00017914","E00017914","Total",99,55,39,5,0,0,49
"2011","E00017920","E00017920","Total",111,49,52,7,3,0,75
"2011","E00017926","E00017926","Total",145,76,55,13,1,0,84
"2011","E00017899","E00017899","Total",121,74,34,10,3,0,63
"2011","E00017903","E00017903","Total",190,91,74,23,2,0,126
"2011","E00017904","E00017904","Total",93,40,42,11,0,0,64
"2011","E00017905","E00017905","Total",103,61,25,15,2,0,61
"2011","E00017911","E00017911","Total",124,62,54,7,0,1,72
"2011","E00018053","E00018053","Total",143,96,43,3,1,0,52
"2011","E00018054","E00018054","Total",150,104,38,7,1,0,55
"2011","E00018055","E00018055","Total",96,72,23,1,0,0,25
"2011","E00018057","E00018057","Total",150,87,54,9,0,0,72
"2011","E00018067","E00018067","Total",171,100,60,9,1,1,85
"2011","E00018062","E00018062","Total",122,57,47,16,2,0,85
"2011","E00018064","E00018064","Total",125,58,54,10,1,2,85
"2011","E00018071","E00018071","Total",121,70,35,11,4,1,73
"2011","E00018072","E00018072","Total",118,57,44,11,6,0,84
"2011","E00018068","E00018068","Total",123,53,58,10,1,1,87
"2011","E00018070","E00018070","Total",123,58,49,13,2,1,85
"2011","E00018073","E00018073","Total",134,93,35,5,1,0,48
"2011","E00018074","E00018074","Total",119,53,51,11,4,0,85
"2011","E00018076","E00018076","Total",121,56,45,19,1,0,86
"2011","E00018078","E00018078","Total",151,86,49,14,0,2,87
"2011","E00018079","E00018079","Total",131,51,53,24,3,0,110
"2011","E00018082","E00018082","Total",136,63,59,9,5,0,92
"2011","E00018058","E00018058","Total",150,86,50,12,1,1,81
"2011","E00018061","E00018061","Total",106,71,28,4,0,3,48
"2011","E00018063","E00018063","Total",195,124,57,14,0,0,85
"2011","E00018066","E00018066","Total",150,96,48,5,1,0,61
"2011","E00018089","E00018089","Total",94,30,56,8,0,0,72
"2011","E00018094","E00018094","Total",137,52,66,14,4,1,111
"2011","E00018097","E00018097","Total",158,75,61,18,3,1,110
"2011","E00018098","E00018098","Total",131,42,56,21,10,2,137
"2011","E00018101","E00018101","Total",118,59,34,21,3,1,90
"2011","E00018106","E00018106","Total",161,74,62,18,6,1,120
"2011","E00018107","E00018107","Total",101,57,35,9,0,0,53
"2011","E00018108","E00018108","Total",121,56,46,13,6,0,90
"2011","E00018109","E00018109","Total",126,50,58,17,1,0,95
"2011","E00018083","E00018083","Total",136,61,65,9,1,0,86
"2011","E00018084","E00018084","Total",143,79,52,11,1,0,77
"2011","E00018088","E00018088","Total",140,77,42,18,1,2,90
"2011","E00018092","E00018092","Total",153,83,61,8,0,1,81
"2011","E00018069","E00018069","Total",103,59,34,10,0,0,54
"2011","E00018075","E00018075","Total",131,58,57,13,3,0,92
"2011","E00018077","E00018077","Total",149,71,61,14,1,2,100
"2011","E00018081","E00018081","Total",116,50,47,18,0,1,87
"2011","E00018093","E00018093","Total",119,51,47,18,2,1,93
"2011","E00018100","E00018100","Total",125,54,45,19,4,3,110
"2011","E00175019","E00175019","Total",83,40,31,8,3,1,60
"2011","E00175061","E00175061","Total",80,35,36,8,1,0,55
"2011","E00018102","E00018102","Total",162,85,64,13,0,0,90
"2011","E00018104","E00018104","Total",130,68,51,9,1,1,77
"2011","E00018105","E00018105","Total",153,94,52,6,1,0,67
"2011","E00018112","E00018112","Total",100,38,50,10,2,0,76
"2011","E00175056","E00175056","Total",177,97,69,9,1,1,94
"2011","E00175083","E00175083","Total",101,49,48,1,2,1,60
"2011","E00018090","E00018090","Total",122,76,38,7,1,0,55
"2011","E00018091","E00018091","Total",143,97,38,8,0,0,54
"2011","E00018095","E00018095","Total",120,55,44,20,0,1,88
"2011","E00018096","E00018096","Total",158,98,51,8,1,0,70
"2011","E00018099","E00018099","Total",128,86,36,4,2,0,50
"2011","E00017833","E00017833","Total",133,51,51,27,3,1,118
"2011","E00017835","E00017835","Total",147,87,49,11,0,0,71
"2011","E00017857","E00017857","Total",151,103,42,5,1,0,55
"2011","E00018045","E00018045","Total",148,68,70,8,2,0,92
"2011","E00018047","E00018047","Total",154,74,65,13,1,1,98
"2011","E00018051","E00018051","Total",75,24,43,6,1,1,62
"2011","E00018052","E00018052","Total",114,48,43,23,0,0,89
"2011","E00018046","E00018046","Total",144,78,54,11,1,0,79
"2011","E00018056","E00018056","Total",137,90,39,8,0,0,55
"2011","E00018059","E00018059","Total",122,67,47,7,1,0,64
"2011","E00018060","E00018060","Total",173,90,71,12,0,0,95
"2011","E00018065","E00018065","Total",97,69,26,2,0,0,30
"2011","E00018044","E00018044","Total",153,84,55,10,3,1,88
"2011","E00018048","E00018048","Total",105,57,35,11,2,0,63
"2011","E00018049","E00018049","Total",140,74,53,8,5,0,84
"2011","E00018050","E00018050","Total",99,30,52,13,4,0,90
"2011","E00018080","E00018080","Total",118,57,53,8,0,0,69
"2011","E00017900","E00017900","Total",138,75,54,8,0,1,74
"2011","E00017925","E00017925","Total",128,68,50,7,2,1,74
"2011","E00017931","E00017931","Total",133,63,60,10,0,0,80
"2011","E00017932","E00017932","Total",111,53,47,7,4,0,73
"2011","E00017935","E00017935","Total",134,66,50,15,3,0,89
"2011","E00017918","E00017918","Total",130,64,54,11,1,0,79
"2011","E00017924","E00017924","Total",154,112,37,5,0,0,47
"2011","E00017927","E00017927","Total",150,87,53,6,2,2,79
"2011","E00017928","E00017928","Total",107,53,43,10,1,0,66
"2011","E00017934","E00017934","Total",157,73,65,16,3,0,106
"2011","E00017937","E00017937","Total",154,92,49,12,1,0,76
"2011","E00017898","E00017898","Total",133,70,53,9,1,0,74
"2011","E00017933","E00017933","Total",140,87,45,6,2,0,63
"2011","E00017936","E00017936","Total",112,61,38,10,3,0,67
"2011","E00017938","E00017938","Total",117,70,40,6,0,1,56
"2011","E00174986","E00174986","Total",155,106,45,4,0,0,53
"2011","E00175027","E00175027","Total",133,84,44,4,1,0,55
"2011","E00017940","E00017940","Total",155,84,50,17,2,2,98
"2011","E00017948","E00017948","Total",75,46,25,2,2,0,35
"2011","E00017953","E00017953","Total",140,75,51,11,2,1,83
"2011","E00017954","E00017954","Total",130,66,38,23,1,2,95
"2011","E00017955","E00017955","Total",151,95,47,7,2,0,67
"2011","E00017906","E00017906","Total",125,36,68,17,3,1,115
"2011","E00017912","E00017912","Total",149,50,74,20,3,2,131
"2011","E00017916","E00017916","Total",140,51,74,12,2,1,108
"2011","E00017919","E00017919","Total",115,42,56,16,1,0,91
"2011","E00017922","E00017922","Total",170,86,63,16,3,2,112
"2011","E00017946","E00017946","Total",116,40,46,25,5,0,111
"2011","E00017950","E00017950","Total",154,68,53,26,5,2,129
"2011","E00017979","E00017979","Total",113,42,37,27,5,2,114
"2011","E00017980","E00017980","Total",117,40,36,27,11,3,137
"2011","E00017984","E00017984","Total",118,64,42,10,2,0,68
"2011","E00017987","E00017987","Total",108,44,42,20,2,0,88
"2011","E00017990","E00017990","Total",144,80,44,14,6,0,90
"2011","E00018010","E00018010","Total",111,34,53,21,3,0,104
"2011","E00017981","E00017981","Total",134,88,40,5,1,0,53
"2011","E00017986","E00017986","Total",129,64,50,12,3,0,83
"2011","E00018011","E00018011","Total",160,94,46,17,3,0,89
"2011","E00018012","E00018012","Total",117,78,29,9,1,0,50
"2011","E00017939","E00017939","Total",86,56,24,3,1,2,42
"2011","E00017947","E00017947","Total",152,91,41,18,1,1,85
"2011","E00017949","E00017949","Total",80,47,24,7,2,0,44
"2011","E00017952","E00017952","Total",127,77,46,4,0,0,54
"2011","E00174979","E00174979","Total",113,65,34,7,5,2,71
"2011","E00174981","E00174981","Total",71,51,20,0,0,0,20
"2011","E00017957","E00017957","Total",117,82,27,6,2,0,45
"2011","E00017962","E00017962","Total",102,58,31,13,0,0,57
"2011","E00017967","E00017967","Total",136,103,29,3,1,0,38
"2011","E00017973","E00017973","Total",136,51,66,18,1,0,105
"2011","E00018013","E00018013","Total",168,109,47,9,3,0,74
"2011","E00018017","E00018017","Total",164,95,51,16,2,0,89
"2011","E00018042","E00018042","Total",110,62,34,11,3,0,65
"2011","E00018043","E00018043","Total",143,61,60,18,3,1,109
"2011","E00018014","E00018014","Total",146,70,57,15,4,0,99
"2011","E00018018","E00018018","Total",141,62,65,9,3,2,100
"2011","E00018019","E00018019","Total",154,84,60,7,2,1,86
"2011","E00018021","E00018021","Total",145,78,46,17,3,1,94
"2011","E00018020","E00018020","Total",111,43,47,17,3,1,94
"2011","E00018022","E00018022","Total",129,68,45,13,3,0,80
"2011","E00018024","E00018024","Total",99,44,40,12,2,1,74
"2011","E00018025","E00018025","Total",107,42,51,9,5,0,84
"2011","E00017941","E00017941","Total",168,104,61,2,0,1,85
"2011","E00017943","E00017943","Total",107,73,24,8,2,0,46
"2011","E00017965","E00017965","Total",118,63,45,8,2,0,67
"2011","E00017970","E00017970","Total",80,39,30,10,1,0,53
"2011","E00017974","E00017974","Total",113,56,50,7,0,0,64
"2011","E00017942","E00017942","Total",176,103,58,14,1,0,89
"2011","E00017958","E00017958","Total",118,62,46,10,0,0,66
"2011","E00017961","E00017961","Total",148,101,36,9,2,0,60
"2011","E00017963","E00017963","Total",147,87,52,6,2,0,70
"2011","E00017968","E00017968","Total",144,106,31,7,0,0,45
"2011","E00017945","E00017945","Total",146,83,52,8,3,0,77
"2011","E00017972","E00017972","Total",125,62,48,12,3,0,81
"2011","E00017975","E00017975","Total",113,63,37,12,1,0,64
"2011","E00017977","E00017977","Total",127,72,43,12,0,0,67
"2011","E00017978","E00017978","Total",112,57,42,11,2,0,70
"2011","E00017956","E00017956","Total",140,76,49,15,0,0,79
"2011","E00017959","E00017959","Total",230,150,70,10,0,0,90
"2011","E00017960","E00017960","Total",122,70,43,9,0,0,61
"2011","E00017966","E00017966","Total",123,75,42,4,2,0,56
"2011","E00175040","E00175040","Total",103,75,23,4,1,0,34
"2011","E00175070","E00175070","Total",88,57,26,5,0,0,36
"2011","E00175079","E00175079","Total",125,88,35,2,0,0,39
"2011","E00175080","E00175080","Total",70,38,27,4,1,0,38
"2011","E00017834","E00017834","Total",72,30,31,9,2,0,55
"2011","E00017838","E00017838","Total",151,90,46,12,2,1,80
"2011","E00017841","E00017841","Total",111,46,44,16,5,0,91
"2011","E00175069","E00175069","Total",132,58,50,22,0,2,102
"2011","E00175082","E00175082","Total",131,59,51,19,2,0,95
"2011","E00017836","E00017836","Total",131,58,62,9,2,0,86
"2011","E00017837","E00017837","Total",126,56,49,15,6,0,97
"2011","E00017842","E00017842","Total",103,40,46,14,3,0,83
"2011","E00017848","E00017848","Total",108,49,47,9,2,1,75
"2011","E00017840","E00017840","Total",128,52,48,24,3,1,109
"2011","E00017843","E00017843","Total",106,41,39,18,8,0,99
"2011","E00017846","E00017846","Total",124,88,33,3,0,0,39
"2011","E00017852","E00017852","Total",158,88,46,20,4,0,98
"2011","E00017839","E00017839","Total",125,49,50,20,5,1,109
"2011","E00017844","E00017844","Total",147,66,58,16,4,3,116
"2011","E00017845","E00017845","Total",121,68,34,14,4,1,78
"2011","E00017850","E00017850","Total",120,70,36,13,0,1,66
"2011","E00017854","E00017854","Total",88,48,25,11,2,2,62
"2011","E00017855","E00017855","Total",150,88,47,13,2,0,79
"2011","E00017856","E00017856","Total",155,75,56,22,1,1,109
"2011","E00175059","E00175059","Total",143,67,62,14,0,0,90
"2011","E00175064","E00175064","Total",107,46,44,15,2,0,80
"2011","E00017847","E00017847","Total",103,37,42,22,2,0,92
"2011","E00017849","E00017849","Total",137,64,46,19,7,1,111
"2011","E00017851","E00017851","Total",123,69,40,13,1,0,69
"2011","E00017853","E00017853","Total",119,45,49,21,3,1,104
"2011","E00017985","E00017985","Total",103,42,46,12,2,1,80
"2011","E00017988","E00017988","Total",110,32,53,17,7,1,112
"2011","E00017989","E00017989","Total",128,51,57,17,3,0,100
"2011","E00017992","E00017992","Total",107,40,45,21,1,0,90
"2011","E00017993","E00017993","Total",133,58,59,13,2,1,95
"2011","E00017994","E00017994","Total",118,58,48,10,2,0,74
"2011","E00017996","E00017996","Total",116,56,46,13,1,0,75
"2011","E00175052","E00175052","Total",106,53,46,7,0,0,60
"2011","E00175065","E00175065","Total",65,17,36,10,2,0,62
"2011","E00018111","E00018111","Total",121,52,48,16,5,0,95
"2011","E00018113","E00018113","Total",132,60,51,15,6,0,99
"2011","E00018115","E00018115","Total",98,45,42,9,2,0,66
"2011","E00018116","E00018116","Total",103,37,51,14,1,0,82
"2011","E00018085","E00018085","Total",121,63,50,8,0,0,66
"2011","E00018086","E00018086","Total",144,50,69,20,4,1,126
"2011","E00018087","E00018087","Total",109,46,46,16,1,0,81
"2011","E00018114","E00018114","Total",138,69,54,13,2,0,86
"2011","E00018222","E00018222","Total",115,60,39,11,5,0,76
"2011","E00018223","E00018223","Total",141,95,39,6,1,0,54
"2011","E00018224","E00018224","Total",115,86,28,1,0,0,30
"2011","E00018257","E00018257","Total",147,77,61,8,0,1,82
"2011","E00018259","E00018259","Total",140,75,53,7,4,1,83
"2011","E00018225","E00018225","Total",126,91,29,5,1,0,42
"2011","E00018226","E00018226","Total",134,79,43,10,2,0,69
"2011","E00018227","E00018227","Total",127,77,46,4,0,0,54
"2011","E00174985","E00174985","Total",109,82,25,2,0,0,29
"2011","E00174988","E00174988","Total",106,84,16,4,1,1,31
"2011","E00174989","E00174989","Total",125,92,23,5,5,0,48
"2011","E00174991","E00174991","Total",125,91,29,5,0,0,39
"2011","E00175060","E00175060","Total",151,116,32,3,0,0,38
"2011","E00175063","E00175063","Total",100,76,23,1,0,0,25
"2011","E00018218","E00018218","Total",115,66,44,5,0,0,54
"2011","E00018231","E00018231","Total",120,69,44,6,1,0,59
"2011","E00018233","E00018233","Total",149,102,38,8,1,0,57
"2011","E00018235","E00018235","Total",127,70,54,3,0,0,60
"2011","E00018236","E00018236","Total",96,53,36,7,0,0,50
"2011","E00018238","E00018238","Total",136,90,41,4,0,1,53
"2011","E00018242","E00018242","Total",80,50,27,3,0,0,33
"2011","E00018230","E00018230","Total",145,107,37,1,0,0,39
"2011","E00018237","E00018237","Total",114,55,53,6,0,0,65
"2011","E00018239","E00018239","Total",125,73,45,7,0,0,59
"2011","E00018240","E00018240","Total",209,194,12,3,0,0,18
"2011","E00018241","E00018241","Total",106,70,32,3,1,0,41
"2011","E00175020","E00175020","Total",137,89,44,4,0,0,52
"2011","E00175021","E00175021","Total",117,75,40,2,0,0,44
"2011","E00175023","E00175023","Total",134,88,44,2,0,0,48
"2011","E00018221","E00018221","Total",170,99,57,12,1,1,89
"2011","E00018251","E00018251","Total",105,52,41,12,0,0,65
"2011","E00018252","E00018252","Total",126,70,43,10,2,1,73
"2011","E00018254","E00018254","Total",109,55,47,6,1,0,62
"2011","E00018260","E00018260","Total",133,92,37,3,1,0,46
"2011","E00174987","E00174987","Total",98,67,23,8,0,0,39
"2011","E00175067","E00175067","Total",134,71,54,9,0,0,72
"2011","E00175068","E00175068","Total",135,112,20,3,0,0,26
"2011","E00175074","E00175074","Total",129,94,32,2,1,0,39
"2011","E00175078","E00175078","Total",107,70,36,1,0,0,38
"2011","E00174990","E00174990","Total",191,137,48,5,0,1,62
"2011","E00175037","E00175037","Total",142,95,45,2,0,0,49
"2011","E00175073","E00175073","Total",162,115,43,4,0,0,51
"2011","E00175077","E00175077","Total",42,19,16,6,1,0,31
"2011","E00175081","E00175081","Total",81,54,24,3,0,0,30
"2011","E00018232","E00018232","Total",80,50,25,4,1,0,36
"2011","E00018244","E00018244","Total",50,34,13,3,0,0,19
"2011","E00018246","E00018246","Total",61,36,19,6,0,0,31
"2011","E00018253","E00018253","Total",144,74,55,13,2,0,87
"2011","E00018255","E00018255","Total",116,54,55,6,1,0,70
"2011","E00175022","E00175022","Total",61,40,20,1,0,0,22
"2011","E00175024","E00175024","Total",74,47,22,4,1,0,33
"2011","E00175025","E00175025","Total",128,91,30,7,0,0,44
"2011","E00175026","E00175026","Total",109,64,39,5,1,0,52
"2011","E00175033","E00175033","Total",126,66,47,12,0,1,75
"2011","E00175034","E00175034","Total",110,88,18,4,0,0,26
"2011","E00175035","E00175035","Total",146,81,52,11,1,1,81
"2011","E00018220","E00018220","Total",143,84,47,12,0,0,71
"2011","E00018243","E00018243","Total",180,73,86,16,5,0,133
"2011","E00018250","E00018250","Total",116,66,46,3,1,0,55
"2011","E00175053","E00175053","Total",81,46,30,5,0,0,40
"2011","E00175054","E00175054","Total",77,46,25,5,1,0,38
"2011","E00017982","E00017982","Total",142,67,59,13,3,0,94
"2011","E00017991","E00017991","Total",127,65,47,11,3,1,82
"2011","E00017995","E00017995","Total",152,63,65,20,4,0,117
"2011","E00017997","E00017997","Total",155,93,48,12,2,0,78
"2011","E00017999","E00017999","Total",155,73,63,16,3,0,104
"2011","E00018000","E00018000","Total",148,67,62,14,5,0,105
"2011","E00018001","E00018001","Total",154,83,50,15,6,0,98
"2011","E00174980","E00174980","Total",114,61,42,11,0,0,64
"2011","E00175036","E00175036","Total",101,56,41,4,0,0,49
"2011","E00017983","E00017983","Total",135,74,53,7,1,0,70
"2011","E00018003","E00018003","Total",112,63,39,5,4,1,65
"2011","E00018004","E00018004","Total",127,67,48,10,2,0,74
"2011","E00018007","E00018007","Total",122,71,39,12,0,0,63
"2011","E00018005","E00018005","Total",104,52,34,14,3,1,75
"2011","E00018006","E00018006","Total",146,99,39,7,0,1,58
"2011","E00018008","E00018008","Total",133,77,46,8,2,0,68
